"","chapter","character","line"
"3071",7,"Henry","You didn't have to stay here all night."
"3072",7,"Chidi Anagonye","So surgery went well?"
"3073",7,"Chidi Anagonye","All clear?"
"3074",7,"Henry","Right as rain, buddy."
"3075",7,"Chidi Anagonye","That is so, so, so great."
"3076",7,"Chidi Anagonye","I hate your boots."
"3077",7,"Henry","What?"
"3078",7,"Chidi Anagonye","I told you that I loved your boots three years ago, and I was lying, and that lie has haunted me ever since, and people tried to tell me it was fine… just a nice, little white lie in the form of social niceties… but I disagreed, and then yesterday I thought you were gonna die, but now you're not dead, and I can finally be honest and say that those boots are terrible and hideous and I hate them."
"3079",7,"Chidi Anagonye","Whoo!"
"3080",7,"Henry","This is why everyone hates moral philosophy professors."
"3081",7,"Chidi Anagonye","Yeah, I know."
"3082",7,"Chidi Anagonye","And I get it."
"3083",7,"Chidi Anagonye","I don't care that she came back or that we did it for a good reason."
"3084",7,"Chidi Anagonye","I can't live with this lie."
"3085",7,"Chidi Anagonye","I'm going to confess to the murder of Janet."
"3086",7,"Eleanor Shellstrop","What?"
"3087",7,"Eleanor Shellstrop","Dude, why?"
"3088",7,"Eleanor Shellstrop","Janet is fine."
"3089",7,"Eleanor Shellstrop","We didn't harm her at all."
"3090",7,"Chidi Anagonye","We didn't?"
"3091",7,"Chidi Anagonye","Hey, Janet?"
"3092",7,"Janet","Hello."
"3093",7,"Jason Mendoza","Hello."
"3094",7,"Janet","Hello."
"3095",7,"Chidi Anagonye","Janet, would you please recite the English alphabet?"
"3096",7,"Janet","A-B… Janet."
"3097",7,"Eleanor Shellstrop","She knows her A-B-Janets."
"3098",7,"Chidi Anagonye","She literally knew everything in the universe, and now she's a baby."
"3099",7,"Chidi Anagonye","And even if she were okay, it would be too painful for me to live with these lies."
"3100",7,"Eleanor Shellstrop","What are you talking about?"
"3101",7,"Eleanor Shellstrop","It is so easy to live with a lie."
"3102",7,"Eleanor Shellstrop","I once pretended to have a terminal illness to meet Scott Wolf at a Sunglass Hut."
"3103",7,"Eleanor Shellstrop","Victimless crime."
"3104",7,"Chidi Anagonye","Fine."
"3105",7,"Chidi Anagonye","I won't say anything because I promised to help you."
"3106",7,"Chidi Anagonye","And the moral implications… of everything that we've done are so complicated that I may never untangle them, but I hate lying."
"3107",7,"Chidi Anagonye","I always have, and this is going to eat me up inside forever."
"3108",7,"Chidi Anagonye","You might be able to shrug this off, and forget about it, but I never will."
"3109",7,"Janet","Hello."
"3110",7,"Jason Mendoza","Hi."
"3111",7,"Janet","Hello."
"3112",7,"Jason Mendoza","Hi."
"3113",7,"Janet","Hello."
"3114",7,"Eleanor Shellstrop","Jianyu!"
"3115",7,"Tahani Al-Jamil","Michael, Janet said you wanted to speak to me."
"3116",7,"Tahani Al-Jamil","Well, actually, she was just drooling a lot and saying, ""Hello"" over and over again, but she did point at you."
"3117",7,"Michael","I owe you an apology."
"3118",7,"Tahani Al-Jamil","Oh, no."
"3119",7,"Tahani Al-Jamil","No, you don't."
"3120",7,"Tahani Al-Jamil","No… but, uh, please continue."
"3121",7,"Michael","You were only trying to help."
"3122",7,"Michael","You're a wonderful person, and if I ever do have a retirement party, I hope you plan it."
"3123",7,"Michael","Thank you for gathering, everyone."
"3124",7,"Michael","I want to keep you all updated."
"3125",7,"Michael","Here's what we know."
"3126",7,"Michael","Someone slaughtered Janet."
"3127",7,"Chidi Anagonye","Oh, boy."
"3128",7,"Chidi Anagonye","Oh, boy."
"3129",7,"Eleanor Shellstrop","Okay, easy."
"3130",7,"Michael","I assume that this horrifying act is somehow related to the other issues we've had here."
"3131",7,"Michael","It also means that the problems in this neighborhood are not 100% my fault."
"3132",7,"Michael","There is something else at work here."
"3133",7,"Michael","If anyone has any information about any of this… I beg you, tell me."
"3134",7,"Eleanor Shellstrop","Hey, I love you, man."
"3135",7,"Eleanor Shellstrop","Michael… the problem in the neighborhood… is me."
"3136",7,"Eleanor Shellstrop","I was brought to The Good Place by mistake."
"3137",7,"Eleanor Shellstrop","I'm not supposed to be here."
"3138",8,"Michael","Eleanor, come on in."
"3139",8,"Michael","Well, not often you get to confront your greatest failure face-to-face."
"3140",8,"Eleanor Shellstrop","Good to see you, too, bud."
"3141",8,"Michael","I am just dumbfounded as to how this happened."
"3142",8,"Michael","Our system has never made a mistake before… it's just not possible."
"3143",8,"Michael","And yet, here we are."
"3144",8,"Michael","First things first… who are you?"
"3145",8,"Eleanor Shellstrop","Well, my name is Eleanor Shellstrop, and some of the info you had was right."
"3146",8,"Eleanor Shellstrop","I mean, ""flattened by boner pill truck after dropping margarita mix in grocery store parking lot"", that's a very me way to die."
"3147",8,"Eleanor Shellstrop","But all the other info was wrong."
"3148",8,"Eleanor Shellstrop","In my defense, when I first arrived, and you said, ""You, Eleanor Shellstrop, are dead, and you're in The Good Place."""
"3149",8,"Eleanor Shellstrop","I had no reason to think that was a mistake."
"3150",8,"Michael","Location and date of birth, please."
"3151",8,"Eleanor Shellstrop","Phoenix, Arizona, October 14th, 1986."
"3152",8,"Eleanor Shellstrop","So sorry."
"3153",8,"Eleanor Shellstrop","That's what I used to tell people when I lied about my age."
"3154",8,"Eleanor Shellstrop","I was born in 1982."
"3155",8,"Michael","You lied so much, you forgot your own birthday."
"3156",8,"Michael","Not a great start, but it should be enough for Janet to locate your file."
"3157",8,"Michael","Janet?"
"3158",8,"Michael","Janet…"
"3159",8,"Janet","What's that?"
"3160",8,"Janet","What's that?"
"3161",8,"Janet","What's this?"
"3162",8,"Michael","Her memory's still being rebooted because, oh, you know, someone murdered her."
"3163",8,"Michael","Janet, could you please locate the file for an Eleanor Shellstrop, born in… 1982?"
"3164",8,"Eleanor Shellstrop","Yes."
"3165",8,"Michael","Phoenix, Arizona, USA."
"3166",8,"Janet","Sure."
"3167",8,"Janet","Anything else?"
"3168",8,"Michael","No, Janet, this is actually a cactus."
"3169",8,"Michael","This might take a while."
"3170",8,"Janet","Whee!"
"3171",8,"Michael","Since Janet can't retrieve your file, I need to find another way to determine what kind of person you were."
"3172",8,"Michael","This is a quick litmus test."
"3173",8,"Michael","Handful of questions designed to tell whether you were fundamentally good or bad."
"3174",8,"Michael","Question number one."
"3175",8,"Michael","Did you ever commit a serious crime, such as murder, sexual harassment, arson, or otherwise?"
"3176",8,"Eleanor Shellstrop","No."
"3177",8,"Michael","Did you ever have a vanity license plate, like ""Mama's BMW"" ""Lexus for Liz"" or ""Boob guy""?"
"3178",8,"Eleanor Shellstrop","No."
"3179",8,"Michael","Did you ever reheat fish in an office microwave?"
"3180",8,"Eleanor Shellstrop","Ew, no."
"3181",8,"Michael","Have you ever paid money to hear music performed by California funk rock band The Red Hot Chili Peppers?"
"3182",8,"Eleanor Shellstrop","No."
"3183",8,"Michael","Did you ever take off your shoes and socks on a commercial airline?"
"3184",8,"Eleanor Shellstrop","And socks?"
"3185",8,"Eleanor Shellstrop","Ew, who would do that?"
"3186",8,"Michael","People who go to The Bad Place, Eleanor, that's the point."
"3187",8,"Michael","And unless I can figure out a compelling reason to keep you here, you will spend eternity with murderers, and arsonists, and people who take off their shoes and socks on commercial airlines."
"3188",8,"Eleanor Shellstrop","Janet, can I have a glass of water, please?"
"3189",8,"Janet","Here you go."
"3190",8,"Janet","Oh, gosh."
"3191",8,"Janet","You said, ""Water""?"
"3192",8,"Eleanor Shellstrop","Yeah."
"3193",8,"Janet","I'm so sorry."
"3194",8,"Janet","There you go."
"3195",8,"Eleanor Shellstrop","Ah…"
"3196",8,"Tahani Al-Jamil","I really do have sympathy for your situation."
"3197",8,"Tahani Al-Jamil","I mean, you thought your soul mate was a good person, and then you learned that she's just an immoral grifter."
"3198",8,"Chidi Anagonye","Tahani, please."
"3199",8,"Tahani Al-Jamil","Am I wrong?"
"3200",8,"Tahani Al-Jamil","She lied to everyone."
"3201",8,"Tahani Al-Jamil","She caused a giant sinkhole into which poor Glenn fell."
"3202",8,"Tahani Al-Jamil","She caused a trash storm."
"3203",8,"Tahani Al-Jamil","She… well, she pretended to be my friend when I really needed one."
"3204",8,"Tahani Al-Jamil","And, lest we forget, she murdered Janet."
"3205",8,"Tahani Al-Jamil","As far as I'm concerned, the sooner she's gone, the better off we'll all be."
"3206",8,"Chidi Anagonye","I understand that Eleanor violated our trust, but please, when you're talking to Michael, try to think about what she's had to go through."
"3207",8,"Tahani Al-Jamil","All right."
"3208",8,"Tahani Al-Jamil","I will, for you."
"3209",8,"Tahani Al-Jamil","But we've been through a lot as well."
"3210",8,"Tahani Al-Jamil","You know, I haven't been this upset since my good friend Taylor was rudely upstaged by my other friend, Kanye, who was defending my best friend, Beyonce."
"3211",8,"Michael","And finally, a multi-part question."
"3212",8,"Michael","Did you ever appear on the American television program The Bachelor or its companion shows, The Bachelorette and Bachelor in Paradise, or post on any social media site that you were emotionally invested in any of the relationships the contestants were pursuing?"
"3213",8,"Eleanor Shellstrop","No."
"3214",8,"Michael","Okay."
"3215",8,"Michael","You did very well on the questionnaire, Eleanor."
"3216",8,"Michael","So far, so good."
"3217",8,"Janet","Michael, good news."
"3218",8,"Janet","I was able to obtain Eleanor Shellstrop's file."
"3219",8,"Michael","Is it actually a cactus?"
"3220",8,"Janet","I don't understand."
"3221",8,"Michael","I want to see the file for Eleanor Shellstrop."
"3222",8,"Michael","Is that what you have, or do you have a cactus?"
"3223",8,"Janet","I have the file."
"3224",8,"Michael","You're sure?"
"3225",8,"Michael","You have the file and not a cactus?"
"3226",8,"Janet","That is correct."
"3227",8,"Janet","I have Eleanor Shellstrop's file."
"3228",8,"Janet","I do not have a cactus."
"3229",8,"Michael","Excellent!"
"3230",8,"Michael","Please, give me the file."
"3231",8,"Janet","Here you go."
"3232",8,"Michael","Thank you, Janet."
"3233",8,"Janet","You're welcome."
"3234",8,"Eleanor Shellstrop","Well, I say we call it a day."
"3235",8,"Eleanor Shellstrop","I mean, I nailed the questionnaire, and you're swimming in cacti."
"3236",8,"Eleanor Shellstrop","Can't we just chalk this up to a hilarious mistake and move on?"
"3237",8,"Michael","No, we can't, Eleanor."
"3238",8,"Michael","There's no such thing as a mistake in this realm."
"3239",8,"Michael","And yet, you are, somehow, a mistake."
"3240",8,"Michael","I mean, you're a giant chunk of spinach in the teeth of the universe."
"3241",8,"Michael","I need to understand every facet of this disaster."
"3242",8,"Michael","Tell me a lie about yourself."
"3243",8,"Michael","Any lie."
"3244",8,"Eleanor Shellstrop","I love the opera."
"3245",8,"Michael","And now a truth."
"3246",8,"Eleanor Shellstrop","I love Women's MMA."
"3247",8,"Michael","We don't like to use this."
"3248",8,"Michael","We've never really had a call for it before you, but in the interest of time."
"3249",8,"Michael","Eleanor, did you murder Janet?"
"3250",8,"Eleanor Shellstrop","No, I did not."
"3251",8,"Michael","Do you know who did?"
"3252",8,"Eleanor Shellstrop","Yes."
"3253",8,"Michael","Will you tell me who it was?"
"3254",8,"Eleanor Shellstrop","No."
"3255",8,"Michael","I assume it was one of your friends, and I admire you for protecting him or her."
"3256",8,"Michael","But, Eleanor, in The Good Place, there's no room for bad people or bad actions."
"3257",8,"Michael","So anyone involved in the murder of Janet will be reviewed and judged, and there will be consequences."
"3258",8,"Michael","Tahani, come on in."
"3259",8,"Tahani Al-Jamil","Chidi."
"3260",8,"Tahani Al-Jamil","Impostor who soiled our paradise with her moral turpitude."
"3261",8,"Eleanor Shellstrop","Sup?"
"3262",8,"Chidi Anagonye","Thank you for confessing, I don't know what I would have done if you hadn't --"
"3263",8,"Eleanor Shellstrop","Yeah, yeah, yeah, yeah."
"3264",8,"Eleanor Shellstrop","I'm amazing."
"3265",8,"Eleanor Shellstrop","Bad news."
"3266",8,"Eleanor Shellstrop","Michael knows I didn't kill Janet, which means it's only a matter of time before he finds out that you did and that you did it because you were trying to stop Bonehead Jones over here."
"3267",8,"Jason Mendoza","Hey, homies!"
"3268",8,"Eleanor Shellstrop","Then he'll figure out that Jianyu's also a phony, and, here's the real dong-buster, Michael said anybody who did anything bad might have to go…"
"3269",8,"Chidi Anagonye","Oh…"
"3270",8,"Eleanor Shellstrop","Which means Jianyu's gone, you might be gone, and all three of us are royally forking forked!"
"3271",8,"Chidi Anagonye","This is terrible."
"3272",8,"Chidi Anagonye","What am I supposed to do if he asks me?"
"3273",8,"Eleanor Shellstrop","I don't know."
"3274",8,"Eleanor Shellstrop","Kant would say that lying in any scenario is wrong, so if Michael asks you if you killed Janet, you should say yes."
"3275",8,"Eleanor Shellstrop","On the other hand, snitches do get stitches."
"3276",8,"Jason Mendoza","That is true."
"3277",8,"Jason Mendoza","I read that once on the back of my boy Peanut's tricep."
"3278",8,"Chidi Anagonye","You just casually cited Immanuel Kant."
"3279",8,"Chidi Anagonye","Yeah, I know we're in a miserable bind here, but this might be the proudest day of my life."
"3280",8,"Eleanor Shellstrop","No offense, but that's a real bummer of a life."
"3281",8,"Michael","Tahani, I'll get right to the crux of the matter."
"3282",8,"Michael","Did you murder Janet?"
"3283",8,"Tahani Al-Jamil","Absolutely not."
"3284",8,"Michael","Now, you spent a lot of time with Eleanor."
"3285",8,"Michael","Why do you think that is?"
"3286",8,"Tahani Al-Jamil","Well, people are just drawn to me."
"3287",8,"Tahani Al-Jamil","You know, one of my shyest friends, I won't say his name, to preserve his privacy, but he found my presence so comforting that he asked me to co-host his TV show Anderson Cooper 360."
"3288",8,"Michael","Given what you learned about Eleanor, do you think she deserves to be here?"
"3289",8,"Tahani Al-Jamil","Well… you know, if it were up to me, I might find a way to look past her, um… deficiencies."
"3290",8,"Tahani Al-Jamil","But it's not up to me, is it?"
"3291",8,"Tahani Al-Jamil","There are some criteria that she unfortunately just didn't meet in her time on Earth."
"3292",8,"Michael","So you think that I should send her to The Bad Place?"
"3293",8,"Tahani Al-Jamil","Well, I didn't say that, but is her staying here unfair to those who earned their place?"
"3294",8,"Michael","It sounds like you want her to leave."
"3295",8,"Tahani Al-Jamil","Well, is it not she who wants us to leave her?"
"3296",8,"Michael","Thank you, Tahani."
"3297",8,"Michael","You've been a big help."
"3298",8,"Eleanor Shellstrop","Listen up, genius."
"3299",8,"Eleanor Shellstrop","He's gonna call you in there in a second."
"3300",8,"Jason Mendoza","Don't worry, I got you."
"3301",8,"Jason Mendoza","I'll just tell Michael you're the bomb and that you got a dope soul and hella ethics."
"3302",8,"Eleanor Shellstrop","Oh, boy."
"3303",8,"Eleanor Shellstrop","No, don't say any of that."
"3304",8,"Eleanor Shellstrop","Michael has a lie detector in there."
"3305",8,"Eleanor Shellstrop","It's a glowing cube."
"3306",8,"Jason Mendoza","Like the AllSpark?"
"3307",8,"Jason Mendoza","From Transformers?"
"3308",8,"Chidi Anagonye","Sure, just like the AllSpark from Transformers, and he'll know instantly if you're lying about anything so only smiles and nods, got it?"
"3309",8,"Michael","Wise, sage, centered Jianyu."
"3310",8,"Michael","I seek your wisdom in this moment of crisis."
"3311",8,"Michael","What to do with Eleanor?"
"3312",8,"Michael","Should I let her stay?"
"3313",8,"Michael","Should I send her away?"
"3314",8,"Michael","You think I should send her away?"
"3315",8,"Michael","No, I should let her stay?"
"3316",8,"Michael","Or no, I shouldn't let her stay because she doesn't belong here?"
"3317",8,"Michael","Or no, I shouldn't let her stay even though she does belong here?"
"3318",8,"Michael","Oh, Jianyu, I wish I had your wisdom."
"3319",8,"Michael","Your devotion to the noble truths has given you something that I don't have, clarity."
"3320",8,"Michael","It was Buddha who said, ""If a man lives a pure life."
"3321",8,"Michael","""Nothing can destroy him."""
"3322",8,"Michael","I'm not a man, and I've lived no life, so will this destroy me?"
"3323",8,"Jason Mendoza","Ouch!"
"3324",8,"Michael","Oh, of course."
"3325",8,"Michael","A cactus on its own intends no harm."
"3326",8,"Michael","It's only when we interfere that it becomes dangerous."
"3327",8,"Michael","I need to remember my own agency here."
"3328",8,"Michael","Oh, thank you, Jianyu."
"3329",8,"Michael","You're free to go."
"3330",8,"Michael","Oh, yes, of course."
"3331",8,"Michael","Help yourself."
"3332",8,"Michael","I've got plenty of those."
"3333",8,"Michael","Chidi, come on in."
"3334",8,"Janet","Hi, there."
"3335",8,"Janet","I have Eleanor's file."
"3336",8,"Michael","Janet, if you hand me a cactus, I swear I will lose my mind."
"3337",8,"Michael","Oh, yes!"
"3338",8,"Michael","All right, here we go."
"3339",8,"Michael","Eleanor, come back in."
"3340",8,"Michael","Chidi, you stay here."
"3341",8,"Michael","This file contains a compendium of all of the highest impact events from your life."
"3342",8,"Michael","That's the biggest positive and negative point swings."
"3343",8,"Michael","So ""Little Julie"", who's that?"
"3344",8,"Eleanor Shellstrop","Julie is my cousin's daughter."
"3345",8,"Eleanor Shellstrop","Her mom is kind of a mess, so I used to take her to the mall sometimes and bought her churro dogs."
"3346",8,"Eleanor Shellstrop","It's a hot dog, but the bun is two churros."
"3347",8,"Eleanor Shellstrop","And it's tied together with a Slim Jim."
"3348",8,"Eleanor Shellstrop","It's an Arizona delicacy."
"3349",8,"Michael","Oh, sounds awful, but it's very nice that you made that girl happy."
"3350",8,"Michael","So what's this ""Kool Threadz, ""Glendale, Arizona's Premiere T-Shirt Emporium""?"
"3351",8,"Eleanor Shellstrop","Uh… can we skip around and circle back?"
"3352",8,"Eleanor Shellstrop","How about I tell you more about those churro dogs?"
"3353",8,"Eleanor Shellstrop","They came with unlimited ranch dressing."
"3354",8,"Michael","Let's hear about the t-shirts, please."
"3355",8,"Eleanor Shellstrop","Okay."
"3356",8,"Eleanor Shellstrop","I'll tell you, but it doesn't make me look great, so don't judge me."
"3357",8,"Michael","That's literally the purpose of this entire exercise."
"3358",8,"Eleanor Shellstrop","Okay, to understand this, you have to know about my roommate, Madison."
"3359",8,"Eleanor Shellstrop","She was terrible."
"3360",8,"Eleanor Shellstrop","Hey, Mads."
"3361",8,"Eleanor Shellstrop","Um, I have to go to this stupid work party tonight."
"3362",8,"Eleanor Shellstrop","Can I borrow your peach dress?"
"3363",8,"Madison","Ooh, that's a hard no, babe."
"3364",8,"Madison","That dress is like twice your salary."
"3365",8,"Madison","All right, I gotta go to the DMV and pick up my vanity plates."
"3366",8,"Madison","Ciao, bitches."
"3367",8,"Michael","Well, that's not great, but I assume you confessed and paid to fix it."
"3368",8,"Eleanor Shellstrop","Not exactly."
"3369",8,"Madison","Hey, losers, I'm going out."
"3370",8,"Madison","Can you zip me?"
"3371",8,"Brittany","Dude, that dress is hella ripped."
"3372",8,"Madison","What?"
"3373",8,"Madison","Oh, that stupid dry cleaner!"
"3374",8,"Eleanor Shellstrop","Well, that's the risk you take when you keep your clothes clean."
"3375",8,"Madison","My mom's a lawyer."
"3376",8,"Madison","Those asswipes are gonna pay."
"3377",8,"Eleanor Shellstrop","She sued for $900 for the dress and $80,000,000 in emotional distress."
"3378",8,"Eleanor Shellstrop","The legal fees drove the dry cleaner out of business."
"3379",8,"Michael","Oh, boy."
"3380",8,"Michael","Wait, this story's about t-shirts."
"3381",8,"Michael","There's more, isn't there?"
"3382",8,"Eleanor Shellstrop","A little."
"3383",8,"Brittany","Check this out."
"3384",8,"Brittany","Somebody put the dry cleaners' story online, and it went viral."
"3385",8,"Brittany","Madison's famous."
"3386",8,"Eleanor Shellstrop","The ""Dress Bitch""?"
"3387",8,"Eleanor Shellstrop","Yikes."
"3388",8,"Brittany","Serves her right."
"3389",8,"Brittany","Madison is psycho."
"3390",8,"Brittany","She totally overreacted."
"3391",8,"Brittany","This is her fault."
"3392",8,"Eleanor Shellstrop","Yeah, her fault."
"3393",8,"Eleanor Shellstrop","That works."
"3394",8,"Madison","You guys, what is happening?"
"3395",8,"Madison","Someone egged my Lexus, and I have like 40,000 tweets calling me the ""Dress Bitch""?"
"3396",8,"Madison","Over a loser dry cleaner man?"
"3397",8,"Madison","Why is everyone so jealous of me?"
"3398",8,"Madison","This is a trash city, full of idiots."
"3399",8,"Eleanor Shellstrop","The ""Dress Bitch"" is so catchy."
"3400",8,"Brittany","Yeah."
"3401",8,"Eleanor Shellstrop","I mean, someone could totally make t-shirts."
"3402",8,"Brittany","Oh…"
"3403",8,"Michael","No, no."
"3404",8,"Michael","No."
"3405",8,"Michael","No."
"3406",8,"Michael","Do not tell me that you made t-shirts that said… that and then sold them for a profit?"
"3407",8,"Eleanor Shellstrop","Wish I could tell you that, bud."
"3408",8,"Eleanor Shellstrop","I really do."
"3409",8,"Brittany","Girl, check it out!"
"3410",8,"Brittany","They're here."
"3411",8,"Eleanor Shellstrop","Wait a second."
"3412",8,"Eleanor Shellstrop","Is this insane?"
"3413",8,"Eleanor Shellstrop","I mean, should we be doing this?"
"3414",8,"Brittany","Dude, Madison brought this on herself, okay?"
"3415",8,"Brittany","She's a nightmare of a person to everybody."
"3416",8,"Brittany","Plus, we already have a ton of pre-orders."
"3417",8,"Brittany","Here is your first cut of the profits."
"3418",8,"Eleanor Shellstrop","Holy mama!"
"3419",8,"Michael","I can't believe you sold the t-shirts."
"3420",8,"Eleanor Shellstrop","Does it help if they basically sold themselves?"
"3421",8,"Michael","I think you know it does not."
"3422",8,"Michael","What did you do with the money?"
"3423",8,"Eleanor Shellstrop","Yeah."
"3424",8,"Eleanor Shellstrop","I was hoping you wouldn't ask me that."
"3425",8,"Eleanor Shellstrop","Thanks, babe."
"3426",8,"Eleanor Shellstrop","Next question."
"3427",8,"Michael","Eleanor."
"3428",8,"Michael","Given what you know about the people who've been brought here, the lives they've led, do you think you belong in The Good Place?"
"3429",8,"Eleanor Shellstrop","No, I don't."
"3430",8,"Trevor","Yello, Bad Place."
"3431",8,"Trevor","What's up, dummy?"
"3432",8,"Michael","This is Michael, the architect from Good Place Neighborhood 12358W."
"3433",8,"Michael","I'm guessing you've been looking for someone called Eleanor Shellstrop."
"3434",8,"Michael","She's here."
"3435",8,"Michael","Come and get her."
"3436",8,"Alexis","What is this?"
"3437",8,"Good Place Woman","Get out of here!"
"3438",8,"Michael","Hello, Trevor."
"3439",8,"Trevor","Hey, there he is."
"3440",8,"Trevor","Good to see you again, Mikey."
"3441",8,"Trevor","Hey, think fast, I brought you something."
"3442",8,"Michael","Oh, nuts, thank you."
"3443",8,"Michael","Oh!"
"3444",8,"Michael","Oh, flaming snake ate all the nuts you brought me."
"3445",8,"Trevor","Argh."
"3446",8,"Trevor","You're too nice to humiliate."
"3447",8,"Trevor","Oh, hello."
"3448",8,"Trevor","Hi, you look like a piece of crap, are, are you Eleanor?"
"3449",8,"Trevor","Dude, you're like a legend in The Bad Place."
"3450",8,"Trevor","You're… check this out."
"3451",8,"Trevor","Huh?"
"3452",8,"All","""Dress Bitch""!"
"3453",8,"Trevor","It's pretty great, right?"
"3454",8,"Michael","Trevor… do you know what caused this mistake?"
"3455",8,"Michael","Cause I cannot figure it out."
"3456",8,"Trevor","No, we're stumped, but, don't sweat it, champ."
"3457",8,"Trevor","She's definitely one of ours."
"3458",8,"Trevor","So we'll just roll on out, and you can get back to, putting rainbows up your butt or whatever you do here."
"3459",8,"Trevor","Okay?"
"3460",8,"Trevor","Let's hit it, sweetheart."
"3461",8,"Trevor","We got a long ride."
"3462",8,"Eleanor Shellstrop","What?"
"3463",8,"Eleanor Shellstrop","Right now?"
"3464",8,"Michael","Trevor, for decency's sake, let her have some good-byes."
"3465",8,"Trevor","God, good people are the worst."
"3466",8,"Trevor","Okay, uh, 30 minutes."
"3467",8,"Trevor","We gotta get back for The Bachelor."
"3468",8,"Trevor","I'm gonna be pissed if I miss the Rose Ceremony."
"3469",8,"Eleanor Shellstrop","I just want to say, once more, for the record, that this whole good/bad system is bull-shirt."
"3470",8,"Eleanor Shellstrop","There should be a medium place for people like me who kind of sucked, but in, like, a fun, chill way."
"3471",8,"Chidi Anagonye","I agree."
"3472",8,"Eleanor Shellstrop","I'm sorry I dragged you into this."
"3473",8,"Eleanor Shellstrop","And that I never did laundry."
"3474",8,"Eleanor Shellstrop","And that I waited until you were about to do yours then secretly tossed mine into the basket to trick you into doing it."
"3475",8,"Chidi Anagonye","You didn't trick me."
"3476",8,"Chidi Anagonye","I repeatedly asked you to stop."
"3477",8,"Eleanor Shellstrop","Just know you did everything you could to help me."
"3478",8,"Eleanor Shellstrop","You're a really good fake soul mate."
"3479",8,"Eleanor Shellstrop","What are you guys doing here?"
"3480",8,"Tahani Al-Jamil","Well, we thought it was only proper to see you off."
"3481",8,"Tahani Al-Jamil","It's the neighborly thing to do."
"3482",8,"Eleanor Shellstrop","You guys came to say good-bye because you're my friends."
"3483",8,"Tahani Al-Jamil","Well, I… suppose some part of me possibly has a sense of casual kinship with you."
"3484",8,"Tahani Al-Jamil","Much as one might be fond of a street cat."
"3485",8,"Eleanor Shellstrop","Thanks, Tahani."
"3486",8,"Eleanor Shellstrop","Sorry about everything."
"3487",8,"Eleanor Shellstrop","I'm really glad we're friends."
"3488",8,"Trevor","Oh, hey, dum-dum."
"3489",8,"Trevor","You ready to go?"
"3490",8,"Trevor","Oh, you must be Chidi."
"3491",8,"Trevor","Trying to improve her."
"3492",8,"Trevor","Bold plan, bro."
"3493",8,"Chidi Anagonye","Well, actually, she learned a great deal in a very short amount of time --"
"3494",8,"Trevor","Oh, really?"
"3495",8,"Trevor","Really?"
"3496",8,"Trevor","I don't care."
"3497",8,"Trevor","All right, let's hit it."
"3498",8,"Trevor","Oh, also, you should smile more."
"3499",8,"Trevor","You have such a pretty smile."
"3500",8,"Trevor","Love you, babe."
"3501",8,"Trevor","Can't wait to torture you."
"3502",8,"Trevor","This is the 3:18 to The Bad Place, making thousands of stops for literally no reason."
"3503",8,"Trevor","Now, you'll notice it's very hot in here, and it will get one degree hotter every time you think about how hot it is."
"3504",8,"Trevor","Oops!"
"3505",8,"Trevor","You just thought about it."
"3506",8,"Chidi Anagonye","Michael…"
"3507",8,"Michael","Oh, hi, Chidi."
"3508",8,"Michael","Want some pizza?"
"3509",8,"Michael","Bad Place crew delivered 100 of these to my office."
"3510",8,"Michael","All Hawaiian, the worst pizza."
"3511",8,"Chidi Anagonye","Michael, I murdered Janet."
"3512",8,"Chidi Anagonye","I knew about Eleanor from the beginning."
"3513",8,"Chidi Anagonye","I've been trying to help her become a better person, and when she found out that your retirement meant that you would be tortured, she immediately tried to find a way to prevent it."
"3514",8,"Chidi Anagonye","Eleanor is learning."
"3515",8,"Chidi Anagonye","She's just doing it after she died."
"3516",8,"Michael","I did enjoy her company."
"3517",8,"Michael","But, this is not Little League."
"3518",8,"Michael","There is no award for ""Most Improved Player"", Chidi."
"3519",8,"Chidi Anagonye","Well, maybe there should be."
"3520",8,"Trevor","One final note, the dining car is at the very back of the train."
"3521",8,"Trevor","It serves only room-temperature Manhattan clam chowder, and also, it's closed."
"3522",8,"Trevor","Okay, here we go."
"3523",8,"Michael","Stop this train!"
"3524",8,"Trevor","Dude, what the fork?"
"3525",8,"Michael","You're not leaving."
"3526",8,"Michael","Not with her."
"3527",8,"Michael","Not yet."
"3528",8,"Michael","Come on."
"3529",8,"Trevor","Wait, you want to keep her?"
"3530",8,"Trevor","Bro, that's our girl."
"3531",8,"Trevor","We agreed on this."
"3532",8,"Michael","No, what we agreed on was that this was a mistake."
"3533",8,"Michael","Trevor, we're in unchartered territory here."
"3534",8,"Michael","Until we can sort this out, she stays with us."
"3535",8,"Trevor","All right, fine, but until this is resolved, we're keeping the other Eleanor."
"3536",8,"Michael","Fine."
"3537",8,"Michael","What?"
"3538",8,"Michael","I'm sorry… the other Eleanor?"
"3539",8,"Trevor","Yeah, the real Eleanor."
"3540",8,"Trevor","The one that was supposed to be here but got sent down to us instead?"
"3541",8,"Trevor","She's on the train."
"3542",8,"Trevor","Eleanor, come on out."
"3543",8,"Real Eleanor","Hi, everyone, I'm Eleanor Shellstrop."
"3544",9,"Trevor","Hey, ding-dongs."
"3545",9,"Trevor","We figured out what's happened here."
"3546",9,"Trevor","You two are both named Eleanor Shellstrop."
"3547",9,"Trevor","The day you died, you were both in Phoenix, Arizona, shopping at the same grocery store."
